Province/State,Country/Region,Lat,Long,Date,Confirmed,no_of_deaths,Recovered,Active,WHO Region,Total,Month,4days_avg,Difference,diff_death_and_recovered
Hainan,China,19.1959,109.7453,2020-07-26,171,6,165,0,Western Pacific,342,7,234.75,-53.0,159
Unknown,Japan,36.204824,138.252924,2020-03-20,1022,34,191,797,Western Pacific,2044,3,444.0,851.0,157
Unknown,United Arab Emirates,23.424076,53.847818,2020-04-23,8756,56,1637,7063,Eastern Mediterranean,17512,4,2543.25,7734.0,1581
Tasmania,Australia,-42.8821,147.3272,2020-03-12,3,0,0,3,Western Pacific,6,3,2488.0,-8753.0,0
Zhejiang,China,29.1832,120.0934,2020-03-20,1234,1,1219,14,Western Pacific,2468,3,2753.75,1231.0,1218
Unknown,Mauritius,-20.348404,57.552152,2020-03-12,0,0,0,0,Africa,0,3,2498.25,-1234.0,0
Chongqing,China,30.0572,107.874,2020-06-14,582,6,573,3,Western Pacific,1164,6,454.75,582.0,567
Jiangsu,China,32.9711,119.455,2020-05-10,653,0,653,0,Western Pacific,1306,5,617.25,71.0,653
Unknown,Luxembourg,49.8153,6.1296,2020-03-07,2,0,0,2,Europe,4,3,309.25,-651.0,0
Unknown,Greece,39.0742,21.8243,2020-05-05,2642,146,1374,1122,Europe,5284,5,969.75,2640.0,1228
Unknown,Malaysia,4.210483999999999,101.975766,2020-05-26,7604,115,6041,1448,Western Pacific,15208,5,2725.25,4962.0,5926
Unknown,North Macedonia,41.6086,21.7453,2020-02-11,0,0,0,0,Europe,0,2,2562.0,-7604.0,0
Unknown,San Marino,43.9424,12.4578,2020-02-22,0,0,0,0,Europe,0,2,2561.5,0.0,0
Inner Mongolia,China,44.0935,113.9448,2020-04-06,118,1,74,43,Western Pacific,236,4,1930.5,118.0,73
Unknown,Guinea-Bissau,11.8037,-15.1804,2020-05-08,594,2,25,567,Africa,1188,5,178.0,476.0,23
Unknown,Egypt,26.820553000000004,30.802498,2020-02-06,0,0,0,0,Eastern Mediterranean,0,2,178.0,-594.0,0
Jiangxi,China,27.614,115.7221,2020-02-11,804,1,128,675,Western Pacific,1608,2,379.0,804.0,127
Anguilla,United Kingdom,18.2206,-63.0686,2020-06-01,3,0,3,0,Europe,6,6,350.25,-801.0,3
Unknown,Iceland,64.9631,-19.0208,2020-02-06,0,0,0,0,Europe,0,2,201.75,-3.0,0
Shaanxi,China,35.1917,108.8701,2020-03-30,253,3,242,8,Western Pacific,506,3,265.0,253.0,239
Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-05-21,260,3,0,257,Americas,520,5,129.0,7.0,-3
Unknown,Portugal,39.3999,-8.2245,2020-02-13,0,0,0,0,Europe,0,2,128.25,-260.0,0
Unknown,Kosovo,42.602636,20.902977,2020-03-04,0,0,0,0,Europe,0,3,128.25,0.0,0
Unknown,Cote d'Ivoire,7.54,-5.5471,2020-03-18,6,0,1,5,Africa,12,3,66.5,6.0,1
Fujian,China,26.0789,117.9874,2020-05-04,356,1,353,2,Western Pacific,712,5,90.5,350.0,352
New Caledonia,France,-20.904305,165.618042,2020-02-10,0,0,0,0,Europe,0,2,90.5,-356.0,0
Unknown,Czechia,49.8175,15.473,2020-01-26,0,0,0,0,Europe,0,1,90.5,0.0,0
Unknown,Mozambique,-18.665695,35.529562,2020-07-10,1111,9,0,1102,Africa,2222,7,366.75,1111.0,-9
Unknown,Chad,15.4542,18.7322,2020-07-22,889,75,805,9,Africa,1778,7,500.0,-222.0,730
Hubei,China,30.9756,112.2707,2020-04-05,67803,3210,63945,648,Western Pacific,135606,4,17450.75,66914.0,60735
Unknown,Taiwan*,23.7,121.0,2020-02-12,18,0,1,17,Western Pacific,36,2,17455.25,-67785.0,1
Unknown,Belarus,53.7098,27.9534,2020-05-23,35244,194,13528,21522,Europe,70488,5,25988.5,35226.0,13334
Macau,China,22.1667,113.55,2020-05-17,45,0,44,1,Western Pacific,90,5,25777.5,-35199.0,44
Unknown,Madagascar,-18.766947,46.869107,2020-04-17,117,0,33,84,Africa,234,4,8856.0,72.0,33
South Australia,Australia,-34.9285,138.6007,2020-05-03,438,4,427,7,Western Pacific,876,5,8961.0,321.0,423
Guadeloupe,France,16.265,-61.551,2020-02-03,0,0,0,0,Europe,0,2,150.0,-438.0,0
Manitoba,Canada,53.7609,-98.8139,2020-04-10,230,3,0,227,Americas,460,4,196.25,230.0,-3
Unknown,Ukraine,48.3794,31.1656,2020-03-12,1,0,0,1,Europe,2,3,167.25,-229.0,0
Bermuda,United Kingdom,32.3078,-64.7505,2020-06-23,146,9,132,5,Europe,292,6,94.25,145.0,123
Unknown,Mexico,23.6345,-102.5528,2020-07-20,349396,39485,263091,46820,Americas,698792,7,87443.25,349250.0,223606
Unknown,Hungary,47.1625,19.5033,2020-02-12,0,0,0,0,Europe,0,2,87385.75,-349396.0,0
Cayman Islands,United Kingdom,19.3133,-81.2546,2020-02-19,0,0,0,0,Europe,0,2,87385.5,0.0,0
Unknown,Barbados,13.1939,-59.5432,2020-06-13,96,7,83,6,Americas,192,6,87373.0,96.0,76
Unknown,Switzerland,46.8182,8.2275,2020-02-10,0,0,0,0,Europe,0,2,24.0,-96.0,0
Quebec,Canada,52.9399,-73.5491,2020-04-28,25761,1683,0,24078,Americas,51522,4,6464.25,25761.0,-1683
Greenland,Greenland,71.7069,-42.6043,2020-03-10,0,0,0,0,Europe,0,3,6464.25,-25761.0,0
Sichuan,China,30.6171,102.7103,2020-07-09,599,3,582,14,Western Pacific,1198,7,6590.0,599.0,579
French Polynesia,France,-17.6797,149.4068,2020-06-21,60,0,60,0,Europe,120,6,6605.0,-539.0,60
Unknown,Bangladesh,23.685,90.3563,2020-03-05,0,0,0,0,South-East Asia,0,3,164.75,-60.0,0
Unknown,Western Sahara,24.2155,-12.8858,2020-06-11,9,1,6,2,Africa,18,6,167.0,9.0,5
Unknown,Comoros,-11.6455,43.3333,2020-02-16,0,0,0,0,Africa,0,2,17.25,-9.0,0
Tibet,China,31.6927,88.0924,2020-07-25,1,0,1,0,Western Pacific,2,7,2.5,1.0,1
Unknown,Belize,17.1899,-88.4976,2020-06-29,24,2,18,4,Americas,48,6,8.5,23.0,16
Unknown,Denmark,56.2639,9.5018,2020-04-25,8445,418,5669,2358,Europe,16890,4,2117.5,8421.0,5251
Unknown,Burkina Faso,12.2383,-1.5616,2020-02-24,0,0,0,0,Africa,0,2,2117.5,-8445.0,0
Unknown,Chile,-35.6751,-71.543,2020-06-21,242355,4479,200569,37307,Americas,484710,6,62706.0,242355.0,196090
Guadeloupe,France,16.265,-61.551,2020-05-13,155,13,109,33,Europe,310,5,62738.75,-242200.0,96
Unknown,Cote d'Ivoire,7.54,-5.5471,2020-05-03,1398,17,653,728,Africa,2796,5,60977.0,1243.0,636
Unknown,Afghanistan,33.93911,67.709953,2020-05-08,3778,109,472,3197,Eastern Mediterranean,7556,5,61921.5,2380.0,363
Unknown,Timor-Leste,-8.874217,125.727539,2020-05-02,24,0,0,24,South-East Asia,48,5,1338.75,-3754.0,0
Guangdong,China,23.3417,113.4244,2020-02-15,1294,2,410,882,Western Pacific,2588,2,1623.5,1270.0,408
Yunnan,China,24.974,101.487,2020-05-09,185,2,183,0,Western Pacific,370,5,1320.25,-1109.0,181
Unknown,Croatia,45.1,15.2,2020-04-14,1704,31,415,1258,Europe,3408,4,801.75,1519.0,384
Unknown,Mauritius,-20.348404,57.552152,2020-04-05,227,7,7,213,Africa,454,4,852.5,-1477.0,0
Unknown,Egypt,26.820553000000004,30.802498,2020-02-25,1,0,0,1,Eastern Mediterranean,2,2,529.25,-226.0,0
Unknown,Chile,-35.6751,-71.543,2020-06-07,166756,1637,108150,56969,Americas,333512,6,42172.0,166755.0,106513
Unknown,Latvia,56.8796,24.6032,2020-06-18,1108,30,903,175,Europe,2216,6,42023.0,-165648.0,873
Unknown,Jamaica,18.1096,-77.2975,2020-03-07,0,0,0,0,Americas,0,3,41966.25,-1108.0,0
Liaoning,China,41.2956,122.6085,2020-07-04,156,2,150,4,Western Pacific,312,7,42005.0,156.0,148
Unknown,Iran,32.427908,53.68804599999999,2020-07-03,235429,11260,196446,27723,Eastern Mediterranean,470858,7,59173.25,235273.0,185186
Unknown,Bhutan,27.5142,90.4336,2020-02-29,0,0,0,0,South-East Asia,0,2,58896.25,-235429.0,0
Unknown,Iceland,64.9631,-19.0208,2020-04-20,1773,10,1362,401,Europe,3546,4,59339.5,1773.0,1352
Unknown,Greece,39.0742,21.8243,2020-02-18,0,0,0,0,Europe,0,2,59300.5,-1773.0,0
Unknown,New Zealand,-40.9006,174.886,2020-06-05,1504,22,1481,1,Western Pacific,3008,6,819.25,1504.0,1459
French Polynesia,France,-17.6797,149.4068,2020-05-20,60,0,60,0,Europe,120,5,834.25,-1444.0,60
Aruba,Netherlands,12.5211,-69.9683,2020-03-11,0,0,0,0,Europe,0,3,391.0,-60.0,0
Unknown,Argentina,-38.4161,-63.6167,2020-07-07,83426,1644,30095,51687,Americas,166852,7,21247.5,83426.0,28451
Unknown,Finland,61.92411,25.748151,2020-04-02,1518,19,300,1199,Europe,3036,4,21251.0,-81908.0,281
Unknown,South Korea,35.90775700000001,127.766922,2020-05-24,11206,267,10226,713,Western Pacific,22412,5,24037.5,9688.0,9959
Unknown,Mauritania,21.0079,-10.9408,2020-05-22,200,6,7,187,Africa,400,5,24087.5,-11006.0,1
Unknown,US,40.0,-100.0,2020-07-09,3117946,133290,969111,2015545,Americas,6235892,7,782717.5,3117746.0,835821
Unknown,Paraguay,-23.4425,-58.4438,2020-05-07,462,10,148,304,Americas,924,5,782453.5,-3117484.0,138
Unknown,Suriname,3.9193,-56.0278,2020-07-16,904,18,581,305,Americas,1808,7,779878.0,442.0,563
Unknown,Madagascar,-18.766947,46.869107,2020-02-28,0,0,0,0,Africa,0,2,779828.0,-904.0,0
Unknown,West Bank and Gaza,31.9522,35.2332,2020-07-02,3080,9,460,2611,Eastern Mediterranean,6160,7,1111.5,3080.0,451
Tianjin,China,39.3054,117.323,2020-05-31,192,3,188,1,Western Pacific,384,5,1044.0,-2888.0,185
Unknown,Central African Republic,6.6111,20.9394,2020-06-04,1288,4,23,1261,Africa,2576,6,1140.0,1096.0,19
Yukon,Canada,64.2823,-135.0,2020-04-14,8,0,0,8,Americas,16,4,1142.0,-1280.0,0
Unknown,Barbados,13.1939,-59.5432,2020-04-03,51,0,0,51,Americas,102,4,384.75,43.0,0
British Virgin Islands,United Kingdom,18.4207,-64.64,2020-06-14,8,1,7,0,Europe,16,6,338.75,-43.0,6
Unknown,Iceland,64.9631,-19.0208,2020-04-19,1771,9,1291,471,Europe,3542,4,459.5,1763.0,1282
Jiangsu,China,32.9711,119.455,2020-05-12,653,0,653,0,Western Pacific,1306,5,620.75,-1118.0,653
Unknown,Moldova,47.4116,28.3699,2020-05-28,7725,282,4123,3320,Europe,15450,5,2539.25,7072.0,3841
Unknown,Portugal,39.3999,-8.2245,2020-03-25,2995,43,22,2930,Europe,5990,3,3286.0,-4730.0,-21
Unknown,Algeria,28.0339,1.6596,2020-01-29,0,0,0,0,Africa,0,1,2843.25,-2995.0,0
Unknown,Guinea,9.9456,-9.6966,2020-05-22,3067,19,1575,1473,Africa,6134,5,3446.75,3067.0,1556
Unknown,Ukraine,48.3794,31.1656,2020-02-27,0,0,0,0,Europe,0,2,1515.5,-3067.0,0
Unknown,Brunei,4.5353,114.7277,2020-03-14,40,0,0,40,Western Pacific,80,3,776.75,40.0,0
Unknown,Colombia,4.5709,-74.2973,2020-05-20,17687,630,4256,12801,Americas,35374,5,5198.5,17647.0,3626
Reunion,France,-21.1151,55.5364,2020-01-28,0,0,0,0,Europe,0,1,4431.75,-17687.0,0
Henan,China,37.8957,114.9042,2020-04-25,1276,22,0,1254,Western Pacific,2552,4,4750.75,1276.0,-22
Unknown,Cyprus,35.1264,33.4299,2020-05-27,939,17,594,328,Europe,1878,5,4975.5,-337.0,577
Manitoba,Canada,53.7609,-98.8139,2020-04-08,217,3,0,214,Americas,434,4,608.0,-722.0,-3
Unknown,Rwanda,-1.9403,29.8739,2020-05-10,284,0,140,144,Africa,568,5,679.0,67.0,140
Unknown,United Kingdom,55.3781,-3.4360000000000004,2020-05-15,226041,34028,0,192013,Europe,452082,5,56870.25,225757.0,-34028
Unknown,Afghanistan,33.93911,67.709953,2020-03-18,22,0,1,21,Eastern Mediterranean,44,3,56641.0,-226019.0,1
Unknown,Uganda,1.373333,32.290275,2020-01-24,0,0,0,0,Africa,0,1,56586.75,-22.0,0
Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-02-12,0,0,0,0,Americas,0,2,56515.75,0.0,0
Unknown,Namibia,-22.9576,18.4904,2020-07-12,785,1,26,758,Africa,1570,7,201.75,785.0,25
Unknown,Bangladesh,23.685,90.3563,2020-05-26,36751,522,7579,28650,South-East Asia,73502,5,9384.0,35966.0,7057
Unknown,Central African Republic,6.6111,20.9394,2020-06-18,2605,19,417,2169,Africa,5210,6,10035.25,-34146.0,398
Unknown,Czechia,49.8175,15.473,2020-06-23,10650,339,7555,2756,Europe,21300,6,12697.75,8045.0,7216
Unknown,Sao Tome and Principe,0.1864,6.6131,2020-06-07,513,12,68,433,Africa,1026,6,12629.75,-10137.0,56
French Polynesia,France,-17.6797,149.4068,2020-02-05,0,0,0,0,Europe,0,2,3442.0,-513.0,0
Unknown,Norway,60.472,8.4689,2020-03-13,996,0,1,995,Europe,1992,3,3039.75,996.0,1
Unknown,North Macedonia,41.6086,21.7453,2020-03-07,3,0,0,3,Europe,6,3,378.0,-993.0,0
Unknown,Namibia,-22.9576,18.4904,2020-02-11,0,0,0,0,Africa,0,2,249.75,-3.0,0
Unknown,France,46.2276,2.2137,2020-02-28,57,2,11,44,Europe,114,2,264.0,57.0,9
Northwest Territories,Canada,64.8255,-124.8457,2020-04-10,5,0,0,5,Americas,10,4,16.25,-52.0,0
Victoria,Australia,-37.8136,144.9631,2020-07-14,4448,27,2488,1933,Western Pacific,8896,7,1127.5,4443.0,2461
Unknown,Slovenia,46.1512,14.9955,2020-02-05,0,0,0,0,Europe,0,2,1127.5,-4448.0,0
Unknown,Timor-Leste,-8.874217,125.727539,2020-01-31,0,0,0,0,South-East Asia,0,1,1113.25,0.0,0
Unknown,Ukraine,48.3794,31.1656,2020-04-11,2511,73,79,2359,Europe,5022,4,1739.75,2511.0,6
St Martin,France,18.0708,-63.0501,2020-06-20,42,3,36,3,Europe,84,6,638.25,-2469.0,33
Unknown,Saint Vincent and the Grenadines,12.9843,-61.2872,2020-06-14,27,0,25,2,Americas,54,6,645.0,-15.0,25
Unknown,Singapore,1.2833,103.8333,2020-04-29,15641,14,1188,14439,Western Pacific,31282,4,4555.25,15614.0,1174
Unknown,Honduras,15.2,-86.2419,2020-02-05,0,0,0,0,Americas,0,2,3927.5,-15641.0,0
Unknown,Maldives,3.2028,73.2207,2020-04-23,108,0,16,92,South-East Asia,216,4,3944.0,108.0,16
Unknown,New Zealand,-40.9006,174.886,2020-03-17,12,0,0,12,Western Pacific,24,3,3940.25,-96.0,0
Unknown,Timor-Leste,-8.874217,125.727539,2020-07-11,24,0,0,24,South-East Asia,48,7,36.0,12.0,0
Unknown,Mongolia,46.8625,103.8467,2020-07-17,287,0,211,76,Western Pacific,574,7,107.75,263.0,211
Unknown,Cabo Verde,16.5388,-23.0418,2020-01-25,0,0,0,0,Africa,0,1,80.75,-287.0,0
Unknown,Burundi,-3.3731,29.9189,2020-04-14,5,1,0,4,Africa,10,4,79.0,5.0,-1
Unknown,Iceland,64.9631,-19.0208,2020-04-09,1648,6,688,954,Europe,3296,4,485.0,1643.0,682
Unknown,Malaysia,4.210483999999999,101.975766,2020-06-03,7970,115,6531,1324,Western Pacific,15940,6,2405.75,6322.0,6416
Unknown,Paraguay,-23.4425,-58.4438,2020-06-10,1202,11,619,572,Americas,2404,6,2706.25,-6768.0,608
Unknown,Colombia,4.5709,-74.2973,2020-04-28,5949,269,1268,4412,Americas,11898,4,4192.25,4747.0,999
Unknown,Czechia,49.8175,15.473,2020-04-12,5991,138,464,5389,Europe,11982,4,5278.0,42.0,326
Unknown,Congo (Brazzaville),-0.228,15.8277,2020-03-23,4,0,0,4,Africa,8,3,3286.5,-5987.0,0
Unknown,Somalia,5.152149,46.199616,2020-07-27,3196,93,1543,1560,Eastern Mediterranean,6392,7,3785.0,3192.0,1450
Unknown,Panama,8.538,-80.7821,2020-05-15,9268,266,6080,2922,Americas,18536,5,4614.75,6072.0,5814
New Brunswick,Canada,46.5653,-66.4619,2020-05-28,126,0,0,126,Americas,252,5,3148.5,-9142.0,0
Gansu,China,35.7518,104.2861,2020-07-15,167,2,165,0,Western Pacific,334,7,3189.25,41.0,163
Aruba,Netherlands,12.5211,-69.9683,2020-07-15,106,3,99,4,Europe,212,7,2416.75,-61.0,96
Unknown,Panama,8.538,-80.7821,2020-06-15,21422,448,13766,7208,Americas,42844,6,5455.25,21316.0,13318
Unknown,Russia,61.52401,105.318756,2020-05-01,114431,1169,13220,100042,Europe,228862,5,34031.5,93009.0,12051
Unknown,Pakistan,30.3753,69.3451,2020-03-16,236,0,2,234,Eastern Mediterranean,472,3,34048.75,-114195.0,2
Unknown,Estonia,58.5953,25.0136,2020-04-01,779,5,33,741,Europe,1558,4,34217.0,543.0,28
Unknown,Italy,41.87194,12.56738,2020-07-01,240760,34788,190717,15255,Europe,481520,7,89051.5,239981.0,155929
Turks and Caicos Islands,United Kingdom,21.69400000000001,-71.7979,2020-05-01,12,1,5,6,Europe,24,5,60446.75,-240748.0,4
Unknown,Togo,8.6195,0.8248,2020-05-25,386,13,161,212,Africa,772,5,60484.25,374.0,148
Northern Territory,Australia,-12.4634,130.8456,2020-03-16,1,0,0,1,Western Pacific,2,3,60289.75,-385.0,0
Unknown,Serbia,44.0165,21.0059,2020-01-31,0,0,0,0,Europe,0,1,99.75,-1.0,0
Unknown,Vietnam,14.058324,108.277199,2020-05-11,288,0,249,39,Western Pacific,576,5,168.75,288.0,249
New South Wales,Australia,-33.8688,151.2093,2020-05-17,3076,46,2612,418,Western Pacific,6152,5,841.25,2788.0,2566
Unknown,Afghanistan,33.93911,67.709953,2020-04-10,521,15,32,474,Eastern Mediterranean,1042,4,971.25,-2555.0,17
Unknown,Finland,61.92411,25.748151,2020-03-07,15,0,1,14,Europe,30,3,975.0,-506.0,1
Unknown,Latvia,56.8796,24.6032,2020-03-19,86,0,1,85,Europe,172,3,924.5,71.0,1
Sint Maarten,Netherlands,18.0425,-63.0548,2020-02-24,0,0,0,0,Europe,0,2,155.5,-86.0,0
Unknown,Tunisia,33.886917,9.537499,2020-02-12,0,0,0,0,Eastern Mediterranean,0,2,25.25,0.0,0
Greenland,Greenland,71.7069,-42.6043,2020-06-11,13,0,13,0,Europe,26,6,24.75,13.0,13
Unknown,Uganda,1.373333,32.290275,2020-03-14,0,0,0,0,Africa,0,3,3.25,-13.0,0
Shanxi,China,37.5777,112.2922,2020-04-11,172,0,135,37,Western Pacific,344,4,46.25,172.0,135
Tasmania,Australia,-42.8821,147.3272,2020-05-05,225,13,165,47,Western Pacific,450,5,102.5,53.0,152
Australian Capital Territory,Australia,-35.4735,149.0124,2020-07-12,113,3,105,5,Western Pacific,226,7,127.5,-112.0,102
Western Australia,Australia,-31.9505,115.8605,2020-06-22,607,9,594,4,Western Pacific,1214,6,279.25,494.0,585
Jiangsu,China,32.9711,119.455,2020-02-27,631,0,498,133,Western Pacific,1262,2,394.0,24.0,498
Unknown,Costa Rica,9.7489,-83.7534,2020-03-06,1,0,0,1,Americas,2,3,338.0,-630.0,0
Jiangsu,China,32.9711,119.455,2020-03-22,633,0,631,2,Western Pacific,1266,3,468.0,632.0,631
Jiangsu,China,32.9711,119.455,2020-07-15,654,0,654,0,Western Pacific,1308,7,479.75,21.0,654
Anhui,China,31.8257,117.2264,2020-04-11,991,6,984,1,Western Pacific,1982,4,569.75,337.0,978
Unknown,Mongolia,46.8625,103.8467,2020-03-09,0,0,0,0,Western Pacific,0,3,569.5,-991.0,0
Unknown,Mali,17.570692,-3.996166000000001,2020-02-21,0,0,0,0,Africa,0,2,411.25,0.0,0
Unknown,Cote d'Ivoire,7.54,-5.5471,2020-05-20,2231,29,1083,1119,Africa,4462,5,805.5,2231.0,1054
Unknown,Austria,47.5162,14.5501,2020-05-08,15774,614,13836,1324,Europe,31548,5,4501.25,13543.0,13222
Guizhou,China,26.8154,106.8748,2020-04-23,147,2,145,0,Western Pacific,294,4,4538.0,-15627.0,143
Unknown,Haiti,18.9712,-72.2852,2020-03-21,2,0,0,2,Americas,4,3,4538.5,-145.0,0
Unknown,Guyana,4.860416000000002,-58.93018000000001,2020-03-21,7,1,0,6,Americas,14,3,3982.5,5.0,-1
Unknown,Pakistan,30.3753,69.3451,2020-03-15,136,0,2,134,Eastern Mediterranean,272,3,73.0,129.0,2
Beijing,China,40.1824,116.4142,2020-05-29,593,9,581,3,Western Pacific,1186,5,184.5,457.0,572
Unknown,Saudi Arabia,23.885942,45.079162,2020-05-09,37136,239,10144,26753,Eastern Mediterranean,74272,5,9468.0,36543.0,9905
Unknown,Kyrgyzstan,41.20438,74.766098,2020-05-13,1044,12,726,306,Europe,2088,5,9727.25,-36092.0,714
Unknown,Israel,31.046051,34.851612,2020-06-21,20778,306,15694,4778,Europe,41556,6,14887.75,19734.0,15388
Northern Territory,Australia,-12.4634,130.8456,2020-06-27,29,0,29,0,Western Pacific,58,6,14746.75,-20749.0,29
Unknown,Haiti,18.9712,-72.2852,2020-05-13,234,18,17,199,Americas,468,5,5521.25,205.0,-1
Fujian,China,26.0789,117.9874,2020-04-01,345,1,298,46,Western Pacific,690,4,5346.5,111.0,297
Unknown,West Bank and Gaza,31.9522,35.2332,2020-03-21,48,0,17,31,Eastern Mediterranean,96,3,164.0,-297.0,17
Turks and Caicos Islands,United Kingdom,21.69400000000001,-71.7979,2020-03-25,0,0,0,0,Europe,0,3,156.75,-48.0,0
Shanghai,China,31.202,121.4491,2020-06-08,678,7,664,7,Western Pacific,1356,6,267.75,678.0,657
Unknown,New Zealand,-40.9006,174.886,2020-07-24,1556,22,1513,21,Western Pacific,3112,7,570.5,878.0,1491
Victoria,Australia,-37.8136,144.9631,2020-02-06,4,0,0,4,Western Pacific,8,2,559.5,-1552.0,0
Fujian,China,26.0789,117.9874,2020-02-14,281,0,63,218,Western Pacific,562,2,629.75,277.0,63
Unknown,Bahrain,26.0275,50.55,2020-07-23,37996,134,34412,3450,Eastern Mediterranean,75992,7,9959.25,37715.0,34278
Cayman Islands,United Kingdom,19.3133,-81.2546,2020-07-23,203,1,202,0,Europe,406,7,9621.0,-37793.0,201
Unknown,Pakistan,30.3753,69.3451,2020-04-10,5011,86,762,4163,Eastern Mediterranean,10022,4,10872.75,4808.0,676
Unknown,Kyrgyzstan,41.20438,74.766098,2020-04-03,130,1,6,123,Europe,260,4,10835.0,-4881.0,5
Unknown,Guatemala,15.7835,-90.2308,2020-03-31,38,1,12,25,Americas,76,3,1345.5,-92.0,11
Aruba,Netherlands,12.5211,-69.9683,2020-02-24,0,0,0,0,Europe,0,2,1294.75,-38.0,0
Unknown,Dominica,15.415,-61.371,2020-07-02,18,0,18,0,Americas,36,7,46.5,18.0,18
Martinique,France,14.6415,-61.0242,2020-02-21,0,0,0,0,Europe,0,2,14.0,-18.0,0
Unknown,Albania,41.1533,20.1683,2020-06-16,1672,37,1064,571,Europe,3344,6,422.5,1672.0,1027
Unknown,Kazakhstan,48.0196,66.9237,2020-06-16,15542,88,9647,5807,Europe,31084,6,4308.0,13870.0,9559
Sint Maarten,Netherlands,18.0425,-63.0548,2020-06-09,77,15,61,1,Europe,154,6,4322.75,-15465.0,46
Unknown,Congo (Kinshasa),-4.0383,21.7587,2020-04-21,350,25,35,290,Africa,700,4,4410.25,273.0,10
British Columbia,Canada,53.7267,-127.6476,2020-02-23,6,0,0,6,Americas,12,2,3993.75,-344.0,0
Unknown,Norway,60.472,8.4689,2020-06-11,8608,242,8138,228,Europe,17216,6,2260.25,8602.0,7896
Unknown,Mauritius,-20.348404,57.552152,2020-03-26,81,2,0,79,Africa,162,3,2261.25,-8527.0,-2
Unknown,Thailand,15.870032,100.992541,2020-07-04,3185,58,3066,61,South-East Asia,6370,7,2970.0,3104.0,3008
Unknown,Seychelles,-4.6796,55.492,2020-05-26,11,0,11,0,Africa,22,5,2971.25,-3174.0,11
Unknown,Ukraine,48.3794,31.1656,2020-07-25,65317,1610,36573,27134,Europe,130634,7,17148.5,65306.0,34963
Unknown,Cote d'Ivoire,7.54,-5.5471,2020-02-02,0,0,0,0,Africa,0,2,17128.25,-65317.0,0
Unknown,Liberia,6.4280550000000005,-9.429499,2020-06-17,516,33,240,243,Africa,1032,6,16461.0,516.0,207
Heilongjiang,China,47.862,127.7615,2020-03-12,482,13,441,28,Western Pacific,964,3,16578.75,-34.0,428
Unknown,Antigua and Barbuda,17.0608,-61.7964,2020-02-15,0,0,0,0,Americas,0,2,249.5,-482.0,0
Tianjin,China,39.3054,117.323,2020-07-13,203,3,195,5,Western Pacific,406,7,300.25,203.0,192
Yukon,Canada,64.2823,-135.0,2020-02-08,0,0,0,0,Americas,0,2,171.25,-203.0,0
Australian Capital Territory,Australia,-35.4735,149.0124,2020-04-10,103,2,59,42,Western Pacific,206,4,76.5,103.0,57
Queensland,Australia,-27.4698,153.0251,2020-03-12,20,0,8,12,Western Pacific,40,3,81.5,-83.0,8
Unknown,Ukraine,48.3794,31.1656,2020-03-23,73,3,1,69,Europe,146,3,49.0,53.0,-2
Unknown,Jordan,31.24,36.51,2020-06-08,831,9,627,195,Eastern Mediterranean,1662,6,256.75,758.0,618
Unknown,Jordan,31.24,36.51,2020-04-04,323,5,74,244,Eastern Mediterranean,646,4,311.75,-508.0,69
Macau,China,22.1667,113.55,2020-07-22,46,0,46,0,Western Pacific,92,7,318.25,-277.0,46
Mayotte,France,-12.8275,45.166244,2020-02-12,0,0,0,0,Europe,0,2,300.0,-46.0,0
Tianjin,China,39.3054,117.323,2020-04-21,189,3,176,10,Western Pacific,378,4,139.5,189.0,173
Unknown,Guinea,9.9456,-9.6966,2020-03-22,2,0,0,2,Africa,4,3,59.25,-187.0,0
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,2020-02-01,0,0,0,0,Europe,0,2,47.75,-2.0,0
Zhejiang,China,29.1832,120.0934,2020-05-15,1268,1,1267,0,Western Pacific,2536,5,364.75,1268.0,1266
Unknown,Western Sahara,24.2155,-12.8858,2020-02-02,0,0,0,0,Africa,0,2,317.5,-1268.0,0
Unknown,Vietnam,14.058324,108.277199,2020-06-08,332,0,316,16,Western Pacific,664,6,400.0,332.0,316
Unknown,Djibouti,11.8251,42.5903,2020-06-28,4643,52,4348,243,Eastern Mediterranean,9286,6,1560.75,4311.0,4296
Unknown,Thailand,15.870032,100.992541,2020-04-21,2811,48,2108,655,South-East Asia,5622,4,1946.5,-1832.0,2060
Unknown,Georgia,42.3154,43.3569,2020-02-26,1,0,0,1,Europe,2,2,1946.75,-2810.0,0
Unknown,Guyana,4.860416000000002,-58.93018000000001,2020-02-08,0,0,0,0,Americas,0,2,1863.75,-1.0,0
Martinique,France,14.6415,-61.0242,2020-01-26,0,0,0,0,Europe,0,1,703.0,0.0,0
Unknown,Finland,61.92411,25.748151,2020-05-27,6692,313,5100,1279,Europe,13384,5,1673.25,6692.0,4787
Unknown,Sao Tome and Principe,0.1864,6.6131,2020-04-30,14,0,4,10,Africa,28,4,1676.5,-6678.0,4
Shandong,China,36.3427,118.1498,2020-03-12,760,6,734,20,Western Pacific,1520,3,1866.5,746.0,728
Bermuda,United Kingdom,32.3078,-64.7505,2020-02-19,0,0,0,0,Europe,0,2,1866.5,-760.0,0
