Province/State,Country/Region,Lat,Long,Date,Confirmed,no_of_deaths,Recovered,Active,WHO Region,Total,Month,4days_avg,Difference,diff_death_and_recovered
Unknown,Taiwan*,23.7,121.0,2020-04-06,373,5,57,311,Western Pacific,746,4,195.0,49.0,52
Unknown,Mauritius,-20.348404,57.552152,2020-05-02,332,10,314,8,Africa,664,5,259.25,-41.0,304
Unknown,Congo (Kinshasa),-4.0383,21.7587,2020-05-03,674,33,75,566,Africa,1348,5,425.75,342.0,42
Unknown,South Korea,35.90775700000001,127.766922,2020-03-22,8961,111,2909,5941,Western Pacific,17922,3,2585.0,8287.0,2798
Beijing,China,40.1824,116.4142,2020-04-24,593,8,525,60,Western Pacific,1186,4,2640.0,-8368.0,517
Inner Mongolia,China,44.0935,113.9448,2020-03-27,92,1,74,17,Western Pacific,184,3,2580.0,-501.0,73
Unknown,Dominica,15.415,-61.371,2020-05-05,16,0,14,2,Americas,32,5,2415.5,-76.0,14
Unknown,Portugal,39.3999,-8.2245,2020-02-26,0,0,0,0,Europe,0,2,175.25,-16.0,0
Unknown,Botswana,-22.3285,24.6849,2020-05-06,23,1,8,14,Africa,46,5,32.75,23.0,7
Unknown,Burundi,-3.3731,29.9189,2020-03-25,0,0,0,0,Africa,0,3,9.75,-23.0,0
Unknown,Netherlands,52.1326,5.2913,2020-01-22,0,0,0,0,Europe,0,1,5.75,0.0,0
Yukon,Canada,64.2823,-135.0,2020-02-05,0,0,0,0,Americas,0,2,5.75,0.0,0
St Martin,France,18.0708,-63.0501,2020-05-06,38,3,29,6,Europe,76,5,9.5,38.0,26
Unknown,Djibouti,11.8251,42.5903,2020-04-14,363,2,53,308,Eastern Mediterranean,726,4,100.25,325.0,51
Hunan,China,27.6104,111.7088,2020-04-02,1019,4,1014,1,Western Pacific,2038,4,355.0,656.0,1010
Unknown,Mauritania,21.0079,-10.9408,2020-07-01,4472,129,1677,2666,Africa,8944,7,1473.0,3453.0,1548
Unknown,Lesotho,-29.61,28.2336,2020-03-15,0,0,0,0,Africa,0,3,1463.5,-4472.0,0
Unknown,Seychelles,-4.6796,55.492,2020-05-30,11,0,11,0,Africa,22,5,1375.5,11.0,11
Unknown,Burundi,-3.3731,29.9189,2020-05-16,15,1,7,7,Africa,30,5,1124.5,4.0,6
Unknown,Slovenia,46.1512,14.9955,2020-04-30,1429,91,233,1105,Europe,2858,4,363.75,1414.0,142
Guizhou,China,26.8154,106.8748,2020-04-19,147,2,145,0,Western Pacific,294,4,400.5,-1282.0,143
Unknown,Burkina Faso,12.2383,-1.5616,2020-06-08,890,53,765,72,Africa,1780,6,620.25,743.0,712
Unknown,Venezuela,6.4238,-66.5897,2020-05-03,357,10,158,189,Americas,714,5,705.75,-533.0,148
Unknown,Cuba,21.521757,-77.78116700000002,2020-05-01,1537,64,714,759,Americas,3074,5,732.75,1180.0,650
Unknown,Egypt,26.820553000000004,30.802498,2020-01-29,0,0,0,0,Eastern Mediterranean,0,1,696.0,-1537.0,0
South Australia,Australia,-34.9285,138.6007,2020-07-19,444,4,440,0,Western Pacific,888,7,584.5,444.0,436
Unknown,Jordan,31.24,36.51,2020-03-23,127,0,1,126,Eastern Mediterranean,254,3,527.0,-317.0,1
Tianjin,China,39.3054,117.323,2020-03-15,136,3,133,0,Western Pacific,272,3,176.75,9.0,130
Unknown,Cambodia,11.55,104.9167,2020-02-21,1,0,1,0,Western Pacific,2,2,177.0,-135.0,1
Northwest Territories,Canada,64.8255,-124.8457,2020-05-28,5,0,0,5,Americas,10,5,67.25,4.0,0
Reunion,France,-21.1151,55.5364,2020-07-10,571,3,472,96,Europe,1142,7,178.25,566.0,469
Unknown,Panama,8.538,-80.7821,2020-04-05,1801,46,13,1742,Americas,3602,4,594.5,1230.0,-33
Unknown,Eritrea,15.1794,39.7823,2020-05-29,39,0,39,0,Africa,78,5,604.0,-1762.0,39
Unknown,Norway,60.472,8.4689,2020-05-23,8346,235,7727,384,Europe,16692,5,2689.25,8307.0,7492
Northwest Territories,Canada,64.8255,-124.8457,2020-06-10,5,0,0,5,Americas,10,6,2547.75,-8341.0,0
Unknown,Ecuador,-1.8312,-78.1834,2020-06-21,50640,4223,24991,21426,Americas,101280,6,14757.5,50635.0,20768
Unknown,Saint Vincent and the Grenadines,12.9843,-61.2872,2020-03-10,0,0,0,0,Americas,0,3,14747.75,-50640.0,0
Unknown,Kenya,-0.0236,37.9062,2020-05-06,582,26,190,366,Africa,1164,5,12806.75,582.0,164
Unknown,Azerbaijan,40.1431,47.5769,2020-06-15,10324,122,5739,4463,Europe,20648,6,15386.5,9742.0,5617
Unknown,Jordan,31.24,36.51,2020-02-12,0,0,0,0,Eastern Mediterranean,0,2,2726.5,-10324.0,0
Saskatchewan,Canada,52.9399,-106.4509,2020-07-14,876,15,0,861,Americas,1752,7,2945.5,876.0,-15
Unknown,Saint Vincent and the Grenadines,12.9843,-61.2872,2020-06-03,26,0,15,11,Americas,52,6,2806.5,-850.0,15
Unknown,Antigua and Barbuda,17.0608,-61.7964,2020-02-08,0,0,0,0,Americas,0,2,225.5,-26.0,0
Unknown,Bulgaria,42.7339,25.4858,2020-07-06,5914,250,3000,2664,Europe,11828,7,1704.0,5914.0,2750
Unknown,Burkina Faso,12.2383,-1.5616,2020-03-10,1,0,0,1,Africa,2,3,1485.25,-5913.0,0
Unknown,Belgium,50.8333,4.469936,2020-07-19,63706,9800,17289,36617,Europe,127412,7,17405.25,63705.0,7489
Unknown,Uganda,1.373333,32.290275,2020-03-20,0,0,0,0,Africa,0,3,17405.25,-63706.0,0
Unknown,Brazil,-14.235,-51.9253,2020-04-15,28320,1736,14026,12558,Americas,56640,4,23006.75,28320.0,12290
Bermuda,United Kingdom,32.3078,-64.7505,2020-03-02,0,0,0,0,Europe,0,3,23006.5,-28320.0,0
Unknown,Cyprus,35.1264,33.4299,2020-07-24,1047,19,847,181,Europe,2094,7,7341.75,1047.0,828
French Polynesia,France,-17.6797,149.4068,2020-06-07,60,0,60,0,Europe,120,6,7356.75,-987.0,60
Unknown,Sao Tome and Principe,0.1864,6.6131,2020-02-01,0,0,0,0,Africa,0,2,276.75,-60.0,0
Unknown,Italy,41.87194,12.56738,2020-03-19,41035,3405,4440,33190,Europe,82070,3,10535.5,41035.0,1035
Unknown,Argentina,-38.4161,-63.6167,2020-02-19,0,0,0,0,Americas,0,2,10273.75,-41035.0,0
Unknown,Zambia,-13.133897,27.849332,2020-02-14,0,0,0,0,Africa,0,2,10258.75,0.0,0
Unknown,US,40.0,-100.0,2020-02-21,15,0,5,10,Americas,30,2,10262.5,15.0,5
Tianjin,China,39.3054,117.323,2020-06-15,196,3,189,4,Western Pacific,392,6,52.75,181.0,186
Yukon,Canada,64.2823,-135.0,2020-04-26,11,0,0,11,Americas,22,4,55.5,-185.0,0
Unknown,Sweden,60.128161,18.643501,2020-02-24,1,0,0,1,Europe,2,2,55.75,-10.0,0
Hong Kong,China,22.3,114.2,2020-06-04,1099,4,1042,53,Western Pacific,2198,6,326.75,1098.0,1038
Unknown,Western Sahara,24.2155,-12.8858,2020-02-05,0,0,0,0,Africa,0,2,277.75,-1099.0,0
Unknown,Cambodia,11.55,104.9167,2020-06-16,128,0,126,2,Western Pacific,256,6,307.0,128.0,126
Unknown,Switzerland,46.8182,8.2275,2020-03-06,214,1,3,210,Europe,428,3,360.25,86.0,2
Unknown,Trinidad and Tobago,10.6918,-61.2225,2020-04-08,107,8,1,98,Americas,214,4,112.25,-107.0,-7
Unknown,Libya,26.3351,17.228331,2020-04-20,51,1,15,35,Eastern Mediterranean,102,4,125.0,-56.0,14
Unknown,Singapore,1.2833,103.8333,2020-05-29,33860,23,19631,14206,Western Pacific,67720,5,8558.0,33809.0,19608
Guangxi,China,23.8298,108.7881,2020-02-09,195,1,18,176,Western Pacific,390,2,8553.25,-33665.0,17
Unknown,Comoros,-11.6455,43.3333,2020-04-01,0,0,0,0,Africa,0,4,8526.5,-195.0,0
Unknown,Burundi,-3.3731,29.9189,2020-04-10,3,0,0,3,Africa,6,4,8514.5,3.0,0
Unknown,South Africa,-30.5595,22.9375,2020-04-15,2506,34,410,2062,Africa,5012,4,676.0,2503.0,376
South Australia,Australia,-34.9285,138.6007,2020-05-08,439,4,433,2,Western Pacific,878,5,737.0,-2067.0,429
Unknown,Cabo Verde,16.5388,-23.0418,2020-01-27,0,0,0,0,Africa,0,1,737.0,-439.0,0
Unknown,India,20.593684,78.96288,2020-04-08,5916,178,506,5232,South-East Asia,11832,4,2215.25,5916.0,328
Faroe Islands,Denmark,61.8926,-6.9118,2020-04-19,185,0,176,9,Europe,370,4,1635.0,-5731.0,176
Channel Islands,United Kingdom,49.3723,-2.3644,2020-06-12,565,48,512,5,Europe,1130,6,1666.5,380.0,464
Northern Territory,Australia,-12.4634,130.8456,2020-04-25,28,0,23,5,Western Pacific,56,4,1673.5,-537.0,23
Ningxia,China,37.2692,106.1655,2020-07-09,75,0,75,0,Western Pacific,150,7,213.25,47.0,75
Unknown,Moldova,47.4116,28.3699,2020-03-26,177,1,2,174,Europe,354,3,211.25,102.0,1
Gansu,China,35.7518,104.2861,2020-05-15,139,2,137,0,Western Pacific,278,5,104.75,-38.0,135
Unknown,France,46.2276,2.2137,2020-05-23,179964,28284,62893,88787,Europe,359928,5,45088.75,179825.0,34609
Unknown,Liechtenstein,47.14,9.55,2020-05-11,82,1,81,0,Europe,164,5,45090.5,-179882.0,80
Gansu,China,35.7518,104.2861,2020-04-16,139,2,137,0,Western Pacific,278,4,45081.0,57.0,135
Unknown,Fiji,-17.7134,178.065,2020-06-09,18,0,18,0,Western Pacific,36,6,45050.75,-121.0,18
Unknown,Madagascar,-18.766947,46.869107,2020-07-22,8162,69,4662,3431,Africa,16324,7,2100.25,8144.0,4593
Unknown,Iran,32.427908,53.68804599999999,2020-05-20,126949,7183,98808,20958,Eastern Mediterranean,253898,5,33817.0,118787.0,91625
Unknown,Jamaica,18.1096,-77.2975,2020-05-22,544,9,191,344,Americas,1088,5,33918.25,-126405.0,182
Unknown,Bangladesh,23.685,90.3563,2020-04-08,218,20,33,165,South-East Asia,436,4,33968.25,-326.0,13
French Polynesia,France,-17.6797,149.4068,2020-01-30,0,0,0,0,Europe,0,1,31927.75,-218.0,0
Unknown,Argentina,-38.4161,-63.6167,2020-03-26,502,9,63,430,Americas,1004,3,316.0,502.0,54
Unknown,Saudi Arabia,23.885942,45.079162,2020-03-31,1563,10,165,1388,Eastern Mediterranean,3126,3,570.75,1061.0,155
Heilongjiang,China,47.862,127.7615,2020-05-08,944,13,815,116,Western Pacific,1888,5,752.25,-619.0,802
Unknown,Fiji,-17.7134,178.065,2020-06-21,18,0,18,0,Western Pacific,36,6,756.75,-926.0,18
Curacao,Netherlands,12.1696,-68.99,2020-02-28,0,0,0,0,Europe,0,2,631.25,-18.0,0
Ningxia,China,37.2692,106.1655,2020-05-10,75,0,75,0,Western Pacific,150,5,259.25,75.0,75
Unknown,Gabon,-0.8037,11.6094,2020-06-22,4739,39,2002,2698,Africa,9478,6,1208.0,4664.0,1963
Unknown,Taiwan*,23.7,121.0,2020-02-05,11,0,0,11,Western Pacific,22,2,1206.25,-4728.0,0
Unknown,Sudan,12.8628,30.2176,2020-02-01,0,0,0,0,Eastern Mediterranean,0,2,1206.25,-11.0,0
Unknown,Argentina,-38.4161,-63.6167,2020-06-21,42785,1011,12728,29046,Americas,85570,6,11883.75,42785.0,11717
Unknown,Mongolia,46.8625,103.8467,2020-02-07,0,0,0,0,Western Pacific,0,2,10699.0,-42785.0,0
Northern Territory,Australia,-12.4634,130.8456,2020-06-13,29,0,29,0,Western Pacific,58,6,10703.5,29.0,29
Unknown,Cameroon,3.848,11.5021,2020-07-18,16157,373,13728,2056,Africa,32314,7,14742.75,16128.0,13355
Sint Maarten,Netherlands,18.0425,-63.0548,2020-05-06,76,14,44,18,Europe,152,5,4065.5,-16081.0,30
Unknown,Uruguay,-32.5228,-55.7658,2020-03-04,0,0,0,0,Americas,0,3,4065.5,-76.0,0
Unknown,Mauritius,-20.348404,57.552152,2020-04-22,329,9,261,59,Africa,658,4,4140.5,329.0,252
Mayotte,France,-12.8275,45.166244,2020-05-02,539,4,235,300,Europe,1078,5,236.0,210.0,231
Unknown,Benin,9.3077,2.3158,2020-07-06,1199,21,333,845,Africa,2398,7,516.75,660.0,312
Unknown,Kosovo,42.602636,20.902977,2020-03-02,0,0,0,0,Europe,0,3,516.75,-1199.0,0
Unknown,Botswana,-22.3285,24.6849,2020-06-09,42,1,24,17,Africa,84,6,445.0,42.0,23
Unknown,Morocco,31.7917,-7.0926,2020-06-30,12533,228,8920,3385,Eastern Mediterranean,25066,6,3443.5,12491.0,8692
Unknown,Libya,26.3351,17.228331,2020-04-10,24,1,8,15,Eastern Mediterranean,48,4,3149.75,-12509.0,7
Hebei,China,39.549,116.1306,2020-07-22,349,6,0,343,Western Pacific,698,7,3237.0,325.0,-6
Unknown,Brunei,4.5353,114.7277,2020-05-12,141,1,134,6,Western Pacific,282,5,3261.75,-208.0,133
Unknown,Mozambique,-18.665695,35.529562,2020-07-24,1590,11,0,1579,Africa,3180,7,526.0,1449.0,-11
Yukon,Canada,64.2823,-135.0,2020-03-28,4,0,0,4,Americas,8,3,521.0,-1586.0,0
Bermuda,United Kingdom,32.3078,-64.7505,2020-04-14,57,5,30,22,Europe,114,4,448.0,53.0,25
Unknown,Saint Kitts and Nevis,17.357822,-62.782998,2020-02-29,0,0,0,0,Americas,0,2,412.75,-57.0,0
Unknown,Afghanistan,33.93911,67.709953,2020-02-21,0,0,0,0,Eastern Mediterranean,0,2,15.25,0.0,0
Xinjiang,China,41.1129,85.2401,2020-02-10,49,0,0,49,Western Pacific,98,2,26.5,49.0,0
Unknown,Lithuania,55.1694,23.8813,2020-06-28,1815,78,1503,234,Europe,3630,6,466.0,1766.0,1425
Unknown,South Africa,-30.5595,22.9375,2020-03-27,1170,1,31,1138,Africa,2340,3,758.5,-645.0,30
Unknown,Qatar,25.3548,51.1839,2020-07-13,104016,149,100627,3240,Eastern Mediterranean,208032,7,26762.5,102846.0,100478
Unknown,Tanzania,-6.369028,34.888822,2020-02-20,0,0,0,0,Africa,0,2,26750.25,-104016.0,0
Guangdong,China,23.3417,113.4244,2020-05-25,1592,8,1581,3,Western Pacific,3184,5,26694.5,1592.0,1573
Unknown,Chile,-35.6751,-71.543,2020-07-03,288089,6051,253343,28695,Americas,576178,7,98424.25,286497.0,247292
Heilongjiang,China,47.862,127.7615,2020-04-05,504,13,469,22,Western Pacific,1008,4,72546.25,-287585.0,456
Victoria,Australia,-37.8136,144.9631,2020-05-13,1521,18,1385,118,Western Pacific,3042,5,72926.5,1017.0,1367
Unknown,Serbia,44.0165,21.0059,2020-07-12,18360,393,13876,4091,Europe,36720,7,77118.5,16839.0,13483
Unknown,Spain,40.463667,-3.74922,2020-01-22,0,0,0,0,Europe,0,1,5096.25,-18360.0,0
Curacao,Netherlands,12.1696,-68.99,2020-04-11,14,1,7,6,Europe,28,4,4973.75,14.0,6
New Caledonia,France,-20.904305,165.618042,2020-05-17,18,0,18,0,Europe,36,5,4598.0,4.0,18
Unknown,Gabon,-0.8037,11.6094,2020-06-08,3101,21,833,2247,Africa,6202,6,783.25,3083.0,812
Unknown,Norway,60.472,8.4689,2020-04-08,6086,101,32,5953,Europe,12172,4,2304.75,2985.0,-69
Unknown,Zambia,-13.133897,27.849332,2020-06-20,1430,11,1194,225,Africa,2860,6,2658.75,-4656.0,1183
Unknown,Seychelles,-4.6796,55.492,2020-06-13,11,0,11,0,Africa,22,6,2657.0,-1419.0,11
Unknown,Greece,39.0742,21.8243,2020-05-31,2917,175,1374,1368,Europe,5834,5,2611.0,2906.0,1199
Unknown,Peru,-9.19,-75.0152,2020-07-08,312911,11133,204748,97030,Americas,625822,7,79317.25,309994.0,193615
Greenland,Greenland,71.7069,-42.6043,2020-05-01,11,0,11,0,Europe,22,5,78962.5,-312900.0,11
Unknown,Bolivia,-16.2902,-63.5887,2020-06-20,23512,740,5086,17686,Americas,47024,6,84837.75,23501.0,4346
Cayman Islands,United Kingdom,19.3133,-81.2546,2020-07-09,201,1,197,3,Europe,402,7,84158.75,-23311.0,196
Unknown,Congo (Brazzaville),-0.228,15.8277,2020-05-10,274,10,33,231,Africa,548,5,5999.5,73.0,23
Unknown,Laos,19.85627,102.495496,2020-07-02,19,0,19,0,Western Pacific,38,7,6001.5,-255.0,19
Tibet,China,31.6927,88.0924,2020-07-06,1,0,1,0,Western Pacific,2,7,123.75,-18.0,1
Unknown,Sweden,60.128161,18.643501,2020-04-29,20302,2462,0,17840,Europe,40604,4,5149.0,20301.0,-2462
Unknown,Dominican Republic,18.7357,-70.1627,2020-06-26,29764,712,16357,12695,Americas,59528,6,12521.5,9462.0,15645
Unknown,Tajikistan,38.861,71.2761,2020-06-19,5338,51,3830,1457,Europe,10676,6,13851.25,-24426.0,3779
Bermuda,United Kingdom,32.3078,-64.7505,2020-02-09,0,0,0,0,Europe,0,2,13851.0,-5338.0,0
Unknown,Lithuania,55.1694,23.8813,2020-06-11,1752,74,1372,306,Europe,3504,6,9213.5,1752.0,1298
Unknown,Panama,8.538,-80.7821,2020-03-25,443,8,1,434,Americas,886,3,1883.25,-1309.0,-7
Unknown,Congo (Kinshasa),-4.0383,21.7587,2020-04-22,359,25,45,289,Africa,718,4,638.5,-84.0,20
Unknown,Zambia,-13.133897,27.849332,2020-05-18,761,7,192,562,Africa,1522,5,828.75,402.0,185
Unknown,Turkey,38.9637,35.2433,2020-02-14,0,0,0,0,Europe,0,2,390.75,-761.0,0
Unknown,Suriname,3.9193,-56.0278,2020-04-28,10,1,7,2,Americas,20,4,282.5,10.0,6
Unknown,Cote d'Ivoire,7.54,-5.5471,2020-03-25,80,0,3,77,Africa,160,3,212.75,70.0,3
Unknown,West Bank and Gaza,31.9522,35.2332,2020-07-11,5931,33,536,5362,Eastern Mediterranean,11862,7,1505.25,5851.0,503
Faroe Islands,Denmark,61.8926,-6.9118,2020-07-16,188,0,188,0,Europe,376,7,1552.25,-5743.0,188
New Caledonia,France,-20.904305,165.618042,2020-06-14,21,0,20,1,Europe,42,6,1555.0,-167.0,20
Henan,China,37.8957,114.9042,2020-03-07,1272,22,0,1250,Western Pacific,2544,3,1853.0,1251.0,-22
Unknown,Ecuador,-1.8312,-78.1834,2020-06-17,48490,4007,23881,20602,Americas,96980,6,12492.75,47218.0,19874
Northern Territory,Australia,-12.4634,130.8456,2020-03-01,0,0,0,0,Western Pacific,0,3,12445.75,-48490.0,0
Unknown,Ireland,53.1424,-7.6921,2020-01-26,0,0,0,0,Europe,0,1,12440.5,0.0,0
Unknown,Tanzania,-6.369028,34.888822,2020-06-08,509,21,183,305,Africa,1018,6,12249.75,509.0,162
Unknown,Cyprus,35.1264,33.4299,2020-06-12,980,18,807,155,Europe,1960,6,372.25,471.0,789
Cayman Islands,United Kingdom,19.3133,-81.2546,2020-05-09,81,1,41,39,Europe,162,5,392.5,-899.0,40
Unknown,North Macedonia,41.6086,21.7453,2020-07-15,8530,393,4565,3572,Europe,17060,7,2525.0,8449.0,4172
Unknown,Hungary,47.1625,19.5033,2020-01-25,0,0,0,0,Europe,0,1,2397.75,-8530.0,0
Zhejiang,China,29.1832,120.0934,2020-03-22,1238,1,1219,18,Western Pacific,2476,3,2462.25,1238.0,1218
Unknown,Saint Lucia,13.9094,-60.9789,2020-03-01,0,0,0,0,Americas,0,3,2442.0,-1238.0,0
British Virgin Islands,United Kingdom,18.4207,-64.64,2020-07-03,8,1,7,0,Europe,16,7,311.5,8.0,6
Hainan,China,19.1959,109.7453,2020-02-26,168,5,129,34,Western Pacific,336,2,353.5,160.0,124
Jiangsu,China,32.9711,119.455,2020-07-06,654,0,654,0,Western Pacific,1308,7,207.5,486.0,654
Unknown,Papua New Guinea,-6.314993,143.95555,2020-07-03,11,0,8,3,Western Pacific,22,7,210.25,-643.0,8
Unknown,Costa Rica,9.7489,-83.7534,2020-05-05,755,6,413,336,Americas,1510,5,397.0,744.0,407
Unknown,Eritrea,15.1794,39.7823,2020-03-21,1,0,0,1,Africa,2,3,355.25,-754.0,0
Xinjiang,China,41.1129,85.2401,2020-07-10,76,3,73,0,Western Pacific,152,7,210.75,75.0,70
Unknown,Cuba,21.521757,-77.78116700000002,2020-07-10,2413,86,2249,78,Americas,4826,7,811.25,2337.0,2163
Unknown,Mauritius,-20.348404,57.552152,2020-04-07,268,7,8,253,Africa,536,4,689.5,-2145.0,1
Unknown,Costa Rica,9.7489,-83.7534,2020-06-30,3459,16,1436,2007,Americas,6918,6,1554.0,3191.0,1420
Hong Kong,China,22.3,114.2,2020-05-09,1044,4,967,73,Western Pacific,2088,5,1796.0,-2415.0,963
Unknown,Finland,61.92411,25.748151,2020-07-20,7340,328,6880,132,Europe,14680,7,3027.75,6296.0,6552
Unknown,South Sudan,6.877000000000002,31.307,2020-05-10,120,0,2,118,Africa,240,5,2990.75,-7220.0,2
Unknown,Netherlands,52.1326,5.2913,2020-04-13,26551,2823,0,23728,Europe,53102,4,8763.75,26431.0,-2823
Greenland,Greenland,71.7069,-42.6043,2020-06-06,13,0,13,0,Europe,26,6,8506.0,-26538.0,13
Unknown,Laos,19.85627,102.495496,2020-06-17,19,0,19,0,Western Pacific,38,6,6675.75,6.0,19
Unknown,Rwanda,-1.9403,29.8739,2020-02-18,0,0,0,0,Africa,0,2,6645.75,-19.0,0
Unknown,Syria,34.802075,38.99681500000001,2020-03-14,0,0,0,0,Eastern Mediterranean,0,3,8.0,0.0,0
Unknown,Haiti,18.9712,-72.2852,2020-03-02,0,0,0,0,Americas,0,3,4.75,0.0,0
Unknown,Seychelles,-4.6796,55.492,2020-05-31,11,0,11,0,Africa,22,5,2.75,11.0,11
Unknown,Bulgaria,42.7339,25.4858,2020-04-02,457,10,25,422,Europe,914,4,117.0,446.0,15
Unknown,Chad,15.4542,18.7322,2020-02-02,0,0,0,0,Africa,0,2,117.0,-457.0,0
Unknown,Switzerland,46.8182,8.2275,2020-03-04,90,0,3,87,Europe,180,3,139.5,90.0,3
Unknown,Tunisia,33.886917,9.537499,2020-02-15,0,0,0,0,Eastern Mediterranean,0,2,136.75,-90.0,0
Unknown,Uganda,1.373333,32.290275,2020-03-18,0,0,0,0,Africa,0,3,22.5,0.0,0
Qinghai,China,35.7452,95.9956,2020-02-16,18,0,13,5,Western Pacific,36,2,27.0,18.0,13
Hunan,China,27.6104,111.7088,2020-07-01,1019,4,1015,0,Western Pacific,2038,7,259.25,1001.0,1011
Unknown,Japan,36.204824,138.252924,2020-05-04,15229,582,4156,10491,Western Pacific,30458,5,4066.5,14210.0,3574
Unknown,Angola,-11.2027,17.8739,2020-03-20,1,0,0,1,Africa,2,3,4066.75,-15228.0,0
Unknown,Georgia,42.3154,43.3569,2020-05-19,707,12,456,239,Europe,1414,5,4239.0,706.0,444
Guangdong,China,23.3417,113.4244,2020-02-05,895,0,49,846,Western Pacific,1790,2,4208.0,188.0,49
Saint Pierre and Miquelon,France,46.8852,-56.3159,2020-07-08,1,0,1,0,Europe,2,7,401.0,-894.0,1
Faroe Islands,Denmark,61.8926,-6.9118,2020-03-05,1,0,0,1,Europe,2,3,401.0,0.0,0
Beijing,China,40.1824,116.4142,2020-04-25,593,8,525,60,Western Pacific,1186,4,372.5,592.0,517
Unknown,Cabo Verde,16.5388,-23.0418,2020-04-29,114,1,2,111,Africa,228,4,177.25,-479.0,1
Unknown,Benin,9.3077,2.3158,2020-04-29,64,1,33,30,Africa,128,4,193.0,-50.0,32
Aruba,Netherlands,12.5211,-69.9683,2020-07-20,115,3,100,12,Europe,230,7,221.5,51.0,97
Unknown,Eritrea,15.1794,39.7823,2020-06-26,167,0,53,114,Africa,334,6,115.0,52.0,53
Unknown,Maldives,3.2028,73.2207,2020-01-26,0,0,0,0,South-East Asia,0,1,86.5,-167.0,0
Unknown,Ethiopia,9.145,40.4897,2020-03-27,16,0,0,16,Africa,32,3,74.5,16.0,0
Gibraltar,United Kingdom,36.1408,-5.3536,2020-05-29,161,0,148,13,Europe,322,5,86.0,145.0,148
Unknown,Lithuania,55.1694,23.8813,2020-05-05,1423,46,678,699,Europe,2846,5,400.0,1262.0,632
Unknown,Haiti,18.9712,-72.2852,2020-03-17,0,0,0,0,Americas,0,3,400.0,-1423.0,0
Unknown,Ecuador,-1.8312,-78.1834,2020-06-22,50640,4223,24991,21426,Americas,101280,6,13056.0,50640.0,20768
Unknown,Sweden,60.128161,18.643501,2020-05-21,32172,3871,0,28301,Europe,64344,5,21058.75,-18468.0,-3871
Unknown,Egypt,26.820553000000004,30.802498,2020-05-08,8476,503,1945,6028,Eastern Mediterranean,16952,5,22822.0,-23696.0,1442
Unknown,Georgia,42.3154,43.3569,2020-03-05,4,0,0,4,Europe,8,3,22823.0,-8472.0,0
Unknown,Denmark,56.2639,9.5018,2020-06-21,12391,600,11282,509,Europe,24782,6,13260.75,12387.0,10682
Unknown,Slovenia,46.1512,14.9955,2020-01-22,0,0,0,0,Europe,0,1,5217.75,-12391.0,0
Unknown,Rwanda,-1.9403,29.8739,2020-01-26,0,0,0,0,Africa,0,1,3098.75,0.0,0
Unknown,Djibouti,11.8251,42.5903,2020-06-14,4465,43,2950,1472,Eastern Mediterranean,8930,6,4214.0,4465.0,2907
Sichuan,China,30.6171,102.7103,2020-03-19,540,3,536,1,Western Pacific,1080,3,1251.25,-3925.0,533
Unknown,Russia,61.52401,105.318756,2020-03-24,495,1,22,472,Europe,990,3,1375.0,-45.0,21
Unknown,Namibia,-22.9576,18.4904,2020-06-21,55,0,19,36,Africa,110,6,1388.75,-440.0,19
Unknown,Kazakhstan,48.0196,66.9237,2020-04-16,1402,17,277,1108,Europe,2804,4,623.0,1347.0,260
Unknown,Uruguay,-32.5228,-55.7658,2020-01-26,0,0,0,0,Americas,0,1,488.0,-1402.0,0
Aruba,Netherlands,12.5211,-69.9683,2020-05-02,100,2,81,17,Europe,200,5,389.25,100.0,79
Unknown,Cambodia,11.55,104.9167,2020-06-06,125,0,123,2,Western Pacific,250,6,406.75,25.0,123
Unknown,US,40.0,-100.0,2020-03-20,19479,362,147,18970,Americas,38958,3,4926.0,19354.0,-215
Nova Scotia,Canada,44.682,-63.7443,2020-05-21,1046,58,0,988,Americas,2092,5,5187.5,-18433.0,-58
Unknown,Lebanon,33.8547,35.8623,2020-02-16,0,0,0,0,Eastern Mediterranean,0,2,5162.5,-1046.0,0
Unknown,Seychelles,-4.6796,55.492,2020-07-04,81,0,11,70,Africa,162,7,5151.5,81.0,11
Nova Scotia,Canada,44.682,-63.7443,2020-02-07,0,0,0,0,Americas,0,2,281.75,-81.0,0
Unknown,Guinea-Bissau,11.8037,-15.1804,2020-03-28,2,0,0,2,Africa,4,3,20.75,2.0,0
Guangdong,China,23.3417,113.4244,2020-05-05,1588,8,1575,5,Western Pacific,3176,5,417.75,1586.0,1567
Unknown,Iceland,64.9631,-19.0208,2020-02-04,0,0,0,0,Europe,0,2,397.5,-1588.0,0
Anhui,China,31.8257,117.2264,2020-05-30,991,6,985,0,Western Pacific,1982,5,645.25,991.0,979
Unknown,Bahrain,26.0275,50.55,2020-02-12,0,0,0,0,Eastern Mediterranean,0,2,644.75,-991.0,0
Unknown,Laos,19.85627,102.495496,2020-04-02,10,0,0,10,Western Pacific,20,4,250.25,10.0,0
Yunnan,China,24.974,101.487,2020-05-04,185,2,181,2,Western Pacific,370,5,296.5,175.0,179
Unknown,Lesotho,-29.61,28.2336,2020-07-19,359,6,69,284,Africa,718,7,138.5,174.0,63
Unknown,Mali,17.570692,-3.996166000000001,2020-04-19,224,14,42,168,Africa,448,4,194.5,-135.0,28
